Lixo	it-codigo	desc-item	it-demanda	lote-economi	lote-minimo	lote-multipl	lote-mulven	peso-bruto	peso-liquido	pto-repos	quant-segur	tempo-segur	classif-abc	compr-fabric	data-implant	data-ult-ent	data-ult-sai	ge-codigo	lote-repos	ind-item-fat	desc-fam-comm	desc-fam-mat	desc-grp-estoq
	990707040007	CESTO LIXO GARI C/TAMPA CHAMINE C/RODA MARROM 120LT		1	1	1	1	0	0	0	0	7	3	1	06/03/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707040008	CESTO LIXO GARI C/TAMPA CHAMINE C/RODA VERDE 120LT		1	1	1	1	0	0	0	0	7	3	1	06/03/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080001	DOCE TABLETE CHOCOLATE C/ COCO 28G BARR		1	1	1	1	0	0	0	0	7	3	1	01/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080002	COPO DESCART PS BR 70ML		1	1	1	1	0	0	0	0	7	3	1	26/08/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080003	COPO TM AI PT 500ML 180MM		1	1	1	1	0	0	0	0	7	3	1	26/08/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080004	CHOCOLATE NESTLE KITKAT UNIDADES C/ 41,5G		1	1	1	1	0	0	0	0	7	3	1	05/09/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080005	TOLDO LON ABS BR 4M 2,5M		1	1	1	1	0	0	0	0	7	3	1	18/09/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080006	COPO ECOLOGICO 550ML		1	1	1	1	0	0	0	0	7	3	1	08/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080007	ESPUMA LAMINADA HES 4252 9CM		1	1	1	1	0	0	0	0	7	3	1	22/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080008	TECIDO COURVIN CASCO 1.0 PRETO 1001		1	1	1	1	0	0	0	0	7	3	1	22/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080009	CONJUNTO TALHER DE MESA ACO INOX 6PCS		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080010	PRESUNTO TRADICIONAL MAGRO OVAL		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080011	MUSSARELA SAO CRISTOVAO FATIADA 7 KG		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080012	ESPATULA CULINARIA ACO INOX 310MM 76MM 40MM		1	1	1	1	0	0	0	0	7	3	1	30/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080013	GAL O DE AGUA MINERAL 20L		1	1	1	1	0	0	0	0	7	3	1	25/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080014	COPO PLASTICO. 180 ML C/ 2500 FONPLAST TR (PS)		1	1	1	1	0	0	0	0	7	3	1	13/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080015	COPO PLASTICO PLASTICA 80ML C/ 2500 FONPLAST BCO		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080016	COPO DESCARTAVEL PLASTICA CRISTAL 80ML C/100 UNIDADES		1	1	1	1	0	0	0	0	7	3	1	19/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080017	CHALEIRA JARRA ELETRICA ACO 1,8L 127V		1	1	1	1	0	0	0	0	7	3	1	05/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080018	ACUCAREIRO DE VIDRO C/COLHER E TAMPA BIRD 150ML		1	1	1	1	0	0	0	0	7	3	1	04/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080019	XICARA C/ PIRES VIDRO 150ML CONJ C/6		1	1	1	1	0	0	0	0	7	3	1	03/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080020	PEGADOR UNIVERSAL TRES TRIANGULOS ACRILICO COMP 14,5CM		1	1	1	1	0	0	0	0	7	3	1	05/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080021	EMBALAGEM LACO FACIL MAGICO PLASTICA 1.6X33CM		1	1	1	1	0	0	0	0	7	3	1	05/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080022	JARRA VIDRO BOROCILICATO C/TAMPA 1,8L DIAM 15XALT22,50CM		1	1	1	1	0	0	0	0	7	3	1	05/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080023	RECIPIENTE GALAO DE AGUA MINERAL (VAZIA) 20L		1	1	1	1	0	0	0	0	7	3	1	26/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707080024	COPO PLASTICO. 180 ML C/100 UNIDADES		1	1	1	1	0	0	0	0	7	3	1	04/03/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130001	PAPEL KR PD 140 M 600MM		1	1	1	1	0	0	0	0	7	3	1	14/08/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130002	PAPEL CARBONO CZ 66MM 96MM		1	1	1	1	0	0	0	0	7	3	1	26/08/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130003	APRESENTADOR SLID SPOTLIG 2,4GHZ 30M2		1	1	1	1	0	0	0	0	7	3	1	12/09/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130004	TINTA IMPR 544 MAGENTA EMB 65ML IMPR L3250 544/EPSON		1	1	1	1	0	0	0	0	7	3	1	26/08/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130005	QUADRO BRANCO UV MADEIRA C/ ARMACAO ALUMINIO 150X120CM		1	1	1	1	0	0	0	0	7	3	1	22/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130006	APAGADOR QUADRO BRANCO FLIP-TOP 150N PILOT		1	1	1	1	0	0	0	0	7	3	1	10/03/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130007	QUADRO FLIP CHART MAD 1,8M 7005 CAVAL		1	1	1	1	0	0	0	0	7	3	1	29/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130008	BLOCO FLIP CHART C/PICOTE		1	1	1	1	0	0	0	0	7	3	1	02/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130009	COLA BASTAO 40G A11CM X C3CM		1	1	1	1	0	0	0	0	7	3	1	06/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130010	GUARDANAPO LIDER INTERFOLHADO CAI-CAI UNIDADE		1	1	1	1	0	0	0	0	7	3	1	13/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130011	ALMOFADA CAMURCA 30MM 50MM		1	1	1	1	0	0	0	0	7	3	1	17/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130012	BLOCO CONTROLE DE PALETE 50X2 VIAS PAPEL AUT COPIAT 19,5X7,5		1	1	1	1	0	0	0	0	7	3	1	17/10/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130013	GAVETA PLASTICA PRETO PRATICA EMPILHAVEL N  5 1290302006		1	1	1	1	0	0	0	0	7	3	1	12/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130014	VHB 4910 TRANSP AI 430 TRP 5MM 33MT RL5MMX33M		1	1	1	1	0	0	0	0	7	3	1	12/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130015	PLACA ACRILICO 100X50 CM CHAPA 2MM CRISTAL		1	1	1	1	0	0	0	0	7	3	1	11/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130016	MARCADOR PERMANENTE RETROPROJETOR FINA 1MM PRETA UN		1	1	1	1	0	0	0	0	7	3	1	12/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130017	CADEIRA ALUMINIO PRETO REVESTIMENTO PVC		1	1	1	1	0	0	0	0	7	3	1	10/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130018	GRELHA FILTRO PLAST 150X150		1	1	1	1	0	0	0	0	7	3	1	11/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130019	QUADRO PLANEJAMENTO MENSAL PAREDE MAD 120CM 90CM		1	1	1	1	0	0	0	0	7	3	1	12/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130020	PAPEL VERDE CAIXA C/50 FOLHAS		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130021	PAPEL FOTOGRAFICO AUTO-ADESIVO CX C/50 FOLHAS C/130GRS		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130022	FONE OUVIDO C/ MICROFONE HS302 NEWLINK		1	1	1	1	0	0	0	0	7	3	1	27/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130023	CARIMBO NUMERADOR 7 DIGITOS C 13 X L 7CM		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130024	CARTUCHO HP 3YM80AL 667XL COLOR		1	1	1	1	0	0	0	0	7	3	1	03/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130025	SUPORTE ORGANIZADOR VERTICAL 11CM 29CM 33,00CM		1	1	1	1	0	0	0	0	7	3	1	03/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130026	PAPEL GLOSSY FOTOGRAFICO		1	1	1	1	0	0	0	0	7	3	1	03/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130027	PAPEL VERDE A4 180GR		1	1	1	1	0	0	0	0	7	3	1	03/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130028	PASTA ELASTICA		1	1	1	1	0	0	0	0	7	3	1	03/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130029	PINCEL MARCADOR PINCEL MARCA TEXTO LUMIC		1	1	1	1	0	0	0	0	7	3	1	14/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130030	LIXEIRA 15L D 24X A 33 CM		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130031	LIXEIRA VAI E VEM 60L L 37X A 72X C37CM		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130032	PINCEL P/ RETROPROJETOR 2.0		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130033	CADEIRA ERGONOMICA GIRATORIA PRETA C/ REGULAGEM ANGULAR		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130034	ENVELOPE FEDEX 23,5CM 33,5CM		1	1	1	1	0	0	0	0	7	3	1	11/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130035	CAIXA PARDA PEQUENA FEDEX 31CM X 23CM X 15CM		1	1	1	1	0	0	0	0	7	3	1	11/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130036	CAIXA PARDA MEDIA FEDEX 28CM X 28CM X 28CM		1	1	1	1	0	0	0	0	7	3	1	11/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130037	CAIXA PARDA GRANDE FEDEX 43CM X 43CM X 18CM		1	1	1	1	0	0	0	0	7	3	1	11/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130038	LIXEIRA C/3 DIVISORIAS 106L A 83CM X D 40CM		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130039	BRACO DIGITADOR SIX MR		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130040	ASS/ENC EXEC S/L LISA CV PT		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130041	KIT 120 SECR BRACKSYSTEM FRISOKAR		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130042	MESA RT		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130043	GAVETEIRO SUSP 2 GAV START NOGAL/PT		1	1	1	1	0	0	0	0	7	3	1	17/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130044	PILHA AA CARTELA C/ 4		1	1	1	1	0	0	0	0	7	3	1	05/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130045	CANETA ESFEROGRAFICA CRISTAL 1.0 AZUL CX C/50 UND		1	1	1	1	0	0	0	0	7	3	1	02/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130046	MARCADOR P/CD/DVD 2MM PRETO PILOT		1	1	1	1	0	0	0	0	7	3	1	15/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130047	CALCULADORA MESA KENKO KK-837 12 DIGITOS BATERIA SOLAR		1	1	1	1	0	0	0	0	7	3	1	15/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130048	CANETA ESFEROGRAFICA CRISTAL 1.0 VERMELHA		1	1	1	1	0	0	0	0	7	3	1	15/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130049	CLIPS GALVANIZADO NUMERO 3		1	1	1	1	0	0	0	0	7	3	1	15/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130050	GRAFITE LAPISEIRA PRETA DIAM 0,07MM 12UN		1	1	1	1	0	0	0	0	7	3	1	16/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130051	GRAMPO P/GRAMPEADOR GALVANIZADA 26/6 CX 5000UN		1	1	1	1	0	0	0	0	7	3	1	16/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130052	LAPISEIRA TECNOCIS AZUL 0,7 UND		1	1	1	1	0	0	0	0	7	3	1	16/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130053	PINCEL MARCADOR CHANFRADA AMARELO LUMINI		1	1	1	1	0	0	0	0	7	3	1	16/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130054	PINCEL MARCADOR CHANFRADA ROSA LUMINI		1	1	1	1	0	0	0	0	7	3	1	16/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130055	PLASTICO FINO P/PASTA A4 C/4 FUROS CX C/500UND		1	1	1	1	0	0	0	0	7	3	1	16/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130056	PASTA ELASTICO OFICIO TRANSPAR CRISTAL		1	1	1	1	0	0	0	0	7	3	1	16/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130057	PASTA EM L ACP A4 TRP		1	1	1	1	0	0	0	0	7	3	1	16/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130058	COLA BRANCA PIRATININGA 1KG		1	1	1	1	0	0	0	0	7	3	1	22/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130059	ESTILETE LARGO PLAST EMBORR AMARELO/PRETO LAMINA 18MM		1	1	1	1	0	0	0	0	7	3	1	22/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130060	LAMINA ESTILETE ACO 18MM CONJUNTO C/10UND MASTERPRINT		1	1	1	1	0	0	0	0	7	3	1	22/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130061	CANETA KIT P/QUADRO BRANCO 3 COR AZUL/PRETO/VERMELHO		1	1	1	1	0	0	0	0	7	3	1	25/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130062	CORTINA ALT 1,3M LARG 2,3M		1	1	1	1	0	0	0	0	7	3	1	29/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130063	APOIO P/ PES AP25 MASTICMOL PRETO		1	1	1	1	0	0	0	0	7	3	1	29/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130064	TINTA P/CARIMBO PRETO FRASCO 40ML RADEX		1	1	1	1	0	0	0	0	7	3	1	30/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130065	FITA ADESIVA TRANSFERIVEL ROLO C/ 55MTS X LARG 5CM BRANCO		1	1	1	1	0	0	0	0	7	3	1	02/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130066	PLASTICO BOLHA TRANSPARENTE COMP 100M LARG 1,3M BOBINA		1	1	1	1	0	0	0	0	7	3	1	02/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130067	CLIPS GALVANIZADO ACO 4/0 CAIXA 500G (367UND)		1	1	1	1	0	0	0	0	7	3	1	02/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130068	MARCADOR DE PAGI C/ 8 CORES 45MMX12MM 8 BLOCOS C/25FOLH CADA		1	1	1	1	0	0	0	0	7	3	1	02/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130069	ESTILETE PROFISSIONAL ACO LOTUS 18MM METAL TRAVA D/SEGUR		1	1	1	1	0	0	0	0	7	3	1	02/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130070	TINTA P/CARIMBO AZUL FRASCO 40ML RADEX		1	1	1	1	0	0	0	0	7	3	1	03/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130071	GRAMPO P/GRAMPEADOR COBREADA 26/6 CX 5000UN ACC 13X6MM		1	1	1	1	0	0	0	0	7	3	1	03/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130072	PAPEL SULFITE A4 BRANCO PACOTE 500 FOLHAS 75G		1	1	1	1	0	0	0	0	7	3	1	16/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130073	PRANCHETA OFICIO DURATEX STALO 33X23CM 8289 230G MAD		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130074	FICHARIO UNIV PRETA A4 4 ARGOLAS 316-ACP 25CMX33,5CMX4CM		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130075	CAIXA CORRESPONDENCIA MOVEL COMP 37CM LARG 25,5CM ALT 10,6CM		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130076	BATERIA LITIO CR2032 (5012756) DURACELL C/2 UND 20MMX3,2MM		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130077	PASTA CATALOGO ACP A4 PT C/30PLAST FINA PRETA 34X38X8CM;420G		1	1	1	1	0	0	0	0	7	3	1	23/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130078	TELEFONE FIXO IP VOIP J179 AVAYA		1	1	1	1	0	0	0	0	7	3	1	23/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707130079	CADEIRA EXECUTIVA BASE CAIXA C/BACK SYSTEM PRETA C/CAPA		1	1	1	1	0	0	0	0	7	3	1	25/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140001	COPO DESCART PP BR 550ML		1	1	1	1	0	0	0	0	7	3	1	05/09/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140002	ADESIVO VINIL N/A 7,0 X 5,0 CM		1	1	1	1	0	0	0	0	7	3	1	10/09/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140003	CARTAO VISIT CCH 9CM 5CM		1	1	1	1	0	0	0	0	7	3	1	10/09/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140004	CARTELA ADESIVO VINIL N/A 14,8 X 21CM		1	1	1	1	0	0	0	0	7	3	1	10/09/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140005	ADESIVO VINIL PISO CORES 4X0 100X80CM IMPRESSAO UV		1	1	1	1	0	0	0	0	7	3	1	29/09/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140006	TESTEIRA POLIONDA CORTE ESP+FIT DUP FACE PS 3MM 100X40CM		1	1	1	1	0	0	0	0	7	3	1	10/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140007	WOBBLER NATAL 14X14CM PVC CRISTAL		1	1	1	1	0	0	0	0	7	3	1	10/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140008	WOBBLER 15X15CM, 4X1 CORES EM PVC CRISTAL 0,30MM FLEX		1	1	1	1	0	0	0	0	7	3	1	24/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140009	PRECIFICADOR 15X10CM, 4X0 CORES EM PS0,5MM CORTE ELET		1	1	1	1	0	0	0	0	7	3	1	24/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140010	BALCAO DISPLAY POLIPROPILENO 86X210X45CM		1	1	1	1	0	0	0	0	7	3	1	27/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140011	BALCAO VERSATIL-COMPLETO POLIESTIRENO (L)86X(A)210X(P)45CM		1	1	1	1	0	0	0	0	7	3	1	27/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140012	LBANNER L1B-COMPLETO 90X180CM C/BOLSA		1	1	1	1	0	0	0	0	7	3	1	27/11/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140013	TENDA INFLAVEL PLASTIFICADO TL C/ SACO TRANSPORTE C/LOG		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140014	BACKDROP PANTOJET ALUMINIO C/ SIST RETRATIL 2,25X2,25		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140015	ROLETA MDF -LIGTH 60X150CM		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140016	SACOLA PLASTICA PVC. 39,2CM 43,7CM		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140017	WINDBANNER G VARETA ALUM TECIDO POLIESTER 0,70X2,20		1	1	1	1	0	0	0	0	7	3	1	04/12/25	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140018	CATALOGO D/ PROD A4-PAPEL COUCHE 115GR IMPR 4X4 CORES		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140019	ESTRUTURA MET METALON 20X20MM C/LONA PVC+ILHOS A2XL2,50MTS		1	1	1	1	0	0	0	0	7	3	1	29/01/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140020	PAPEL CREPOM ENCERADO AMARELO 2M X 0,48CM		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140021	PAPEL CREPOM ENCERADO LARANJA AVULSO 2M X 0,48CM		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140022	PAPEL CREPOM LISO AZUL ROYAL AVULSO 2M X 0,48CM		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140023	OCULOS SEM LENTE DIVERSOS COLORIDO C/10UND		1	1	1	1	0	0	0	0	7	3	1	10/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140024	COLAR HAVAIANO PLASTICO COLORIDO C/12 UND		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140025	CONFETE PICADINHO P/BEXIGA/DECORA  O SACO C/100GR COLORIDO		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140026	CONFETE PAPEL SACO C/100GR COLORIDO		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140027	CORTINA METALIZADA ARCO IRIS 1X2MTS		1	1	1	1	0	0	0	0	7	3	1	10/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140028	FITA N/ADESIVA METALIZADA 1MT		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140029	MASCARA DE PAPEL GATINHA NEON C/12UN AZUL		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140030	MASCARA DE PAPEL GATINHA NEON C/ 12 UND LARANJA		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140031	MASCARA DECORATIVA CARNAVAL 60CM PLA8966M		1	1	1	1	0	0	0	0	7	3	1	10/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
	990707140032	MASCARA DESLUMBRANTE GLITTER CORES VARIADOS		1	1	1	1	0	0	0	0	7	3	1	09/02/26	?	?	99	0	no		DD-DEBITO DIRETO	DEBITO DIRETO
